districtname	schoolname	studentgroup	currstatus_ela	currstatus_math
district_8	school_45	ALL	-13.1	-22.9
district_8	school_45	AS	13.5	16.3
district_8	school_45	EL	-10	-20.4
district_8	school_45	ELO	-33.6	-39.1
district_8	school_45	EO	-21	-31.7
district_8	school_45	FI	NA	NA
district_8	school_45	HI	-54.4	-53.5
district_8	school_45	HOM	-46.9	-75
district_8	school_45	MR	NA	NA
district_8	school_45	PI	NA	NA
district_8	school_45	RFP	40.1	19.3
district_8	school_45	SED	-23.9	-40.7
district_8	school_45	SWD	NA	NA
district_8	school_45	WH	3.2	-26.5
district_8	school_27	AA	NA	NA
district_8	school_27	AI	NA	NA
district_8	school_27	ALL	36	38.9
district_8	school_27	AS	43.7	48.8
district_8	school_27	EL	35.1	41.7
district_8	school_27	ELO	-9.1	11.3
district_8	school_27	EO	18.9	21.8
district_8	school_27	FI	NA	NA
district_8	school_27	HI	NA	NA
district_8	school_27	HOM	NA	NA
district_8	school_27	MR	NA	NA
district_8	school_27	RFP	74.7	68.8
district_8	school_27	SED	26.3	28.9
district_8	school_27	SWD	-86.5	-77.6
district_8	school_27	WH	NA	NA
district_8	school_08	AA	NA	NA
district_8	school_08	AI	NA	NA
district_8	school_08	ALL	-84.8	-77.6
district_8	school_08	AS	NA	NA
district_8	school_08	EL	-89.1	-77.2
district_8	school_08	ELO	-100.3	-83.4
district_8	school_08	EO	-74.4	-91.6
district_8	school_08	HI	-88.9	-80.4
district_8	school_08	HOM	NA	NA
district_8	school_08	RFP	NA	NA
district_8	school_08	SED	-90.1	-82.2
district_8	school_08	SWD	-105.5	-104.1
district_8	school_08	WH	NA	NA
district_8	school_69	AA	-87.9	-98.2
district_8	school_69	ALL	-50.5	-49
district_8	school_69	AS	-1.3	14.8
district_8	school_69	EL	-47.7	-42.1
district_8	school_69	ELO	-47.7	-42.1
district_8	school_69	EO	-64.3	-66.8
district_8	school_69	FI	NA	NA
district_8	school_69	HI	-58.3	-59.4
district_8	school_69	HOM	NA	NA
district_8	school_69	MR	NA	NA
district_8	school_69	PI	NA	NA
district_8	school_69	SED	-61.8	-50.2
district_8	school_69	SWD	-94.3	-109.7
district_8	school_69	WH	NA	NA
district_8	school_19	AA	-7.9	-10.3
district_8	school_19	AI	NA	NA
district_8	school_19	ALL	51.5	44.5
district_8	school_19	AS	55.5	72.1
district_8	school_19	EL	20.5	35.6
district_8	school_19	ELO	-16.6	10.9
district_8	school_19	EO	61.9	46.7
district_8	school_19	FI	NA	NA
district_8	school_19	FOS	NA	NA
district_8	school_19	HI	-5.8	-12.3
district_8	school_19	HOM	NA	NA
district_8	school_19	MR	76	53.5
district_8	school_19	RFP	80.3	75.4
district_8	school_19	SED	2.4	5.1
district_8	school_19	SWD	-37.5	-22.3
district_8	school_19	WH	76.4	56.5
district_8	school_31	AA	-61.3	-31.9
district_8	school_31	AI	NA	NA
district_8	school_31	ALL	-49.2	-21.7
district_8	school_31	EL	NA	NA
district_8	school_31	ELO	NA	NA
district_8	school_31	EO	-52.7	-26.1
district_8	school_31	FI	NA	NA
district_8	school_31	FOS	NA	NA
district_8	school_31	HI	NA	NA
district_8	school_31	HOM	NA	NA
district_8	school_31	MR	NA	NA
district_8	school_31	PI	NA	NA
district_8	school_31	RFP	NA	NA
district_8	school_31	SED	-53.3	-26.6
district_8	school_31	SWD	-88	-63.5
district_8	school_35	AA	NA	NA
district_8	school_35	AI	NA	NA
district_8	school_35	ALL	-29.4	-13.1
district_8	school_35	AS	-7.8	25.3
district_8	school_35	EL	-34.2	-14.7
district_8	school_35	ELO	-56	-34.5
district_8	school_35	EO	-54.5	-61.7
district_8	school_35	HI	-52.9	-54.7
district_8	school_35	HOM	NA	NA
district_8	school_35	MR	NA	NA
district_8	school_35	RFP	18.1	31.7
district_8	school_35	SED	-39	-23.6
district_8	school_35	SWD	NA	NA
district_8	school_35	WH	NA	NA
district_8	school_48	AA	-102.7	-94.3
district_8	school_48	ALL	-7.4	-1.4
district_8	school_48	AS	48	53
district_8	school_48	EL	-23.7	-6.5
district_8	school_48	ELO	-63.7	-39.3
district_8	school_48	EO	-19.9	-17.5
district_8	school_48	FI	NA	NA
district_8	school_48	FOS	NA	NA
district_8	school_48	HI	-64.9	-55.9
district_8	school_48	HOM	NA	NA
district_8	school_48	MR	NA	NA
district_8	school_48	PI	NA	NA
district_8	school_48	RFP	48.8	52.9
district_8	school_48	SED	-67.6	-53.5
district_8	school_48	SWD	-65	-39.4
district_8	school_48	WH	77.8	76.9
district_8	school_05	AA	NA	NA
district_8	school_05	ALL	19.5	12.1
district_8	school_05	AS	6.4	19
district_8	school_05	EL	-34.6	-22.9
district_8	school_05	ELO	-90.2	-57.3
district_8	school_05	EO	28	15.9
district_8	school_05	FI	NA	NA
district_8	school_05	HI	-24.1	-33.7
district_8	school_05	HOM	NA	NA
district_8	school_05	MR	35.5	59.8
district_8	school_05	PI	NA	NA
district_8	school_05	RFP	11.2	5.4
district_8	school_05	SED	-35	-45.6
district_8	school_05	SWD	-66.8	-72.3
district_8	school_05	WH	49.8	33.9
district_8	school_68	ALL	-7.8	9.7
district_8	school_68	AS	-1.9	18.2
district_8	school_68	EL	-9.5	15.6
district_8	school_68	ELO	-41.4	-3.9
district_8	school_68	EO	-13.2	-11
district_8	school_68	FI	NA	NA
district_8	school_68	HI	NA	NA
district_8	school_68	MR	NA	NA
district_8	school_68	RFP	48.7	50.5
district_8	school_68	SED	-18.9	3.2
district_8	school_68	SWD	-74.1	-32
district_8	school_68	WH	NA	NA
district_8	school_60	AA	NA	NA
district_8	school_60	ALL	59	67.9
district_8	school_60	AS	62.2	74.6
district_8	school_60	EL	48.9	62.1
district_8	school_60	ELO	13.8	43.9
district_8	school_60	EO	74.7	72.5
district_8	school_60	FI	NA	NA
district_8	school_60	HI	62.1	34.4
district_8	school_60	HOM	NA	NA
district_8	school_60	MR	NA	NA
district_8	school_60	PI	NA	NA
district_8	school_60	RFP	98.6	87.9
district_8	school_60	SED	47.6	62
district_8	school_60	SWD	16.3	46.4
district_8	school_60	WH	NA	NA
district_8	school_76	AA	-77.5	-93.7
district_8	school_76	AI	NA	NA
district_8	school_76	ALL	-5.1	-11.9
district_8	school_76	AS	18	20.8
district_8	school_76	EL	11.1	11.6
district_8	school_76	ELO	-19.2	-5.1
district_8	school_76	EO	-41.3	-58
district_8	school_76	FI	30.8	13.1
district_8	school_76	FOS	NA	NA
district_8	school_76	HI	-37.3	-52.3
district_8	school_76	HOM	NA	NA
district_8	school_76	MR	NA	NA
district_8	school_76	PI	NA	NA
district_8	school_76	RFP	70.1	44.4
district_8	school_76	SED	-8.6	-17.1
district_8	school_76	SWD	-99.7	-92.8
district_8	school_76	WH	NA	NA
district_8	school_53	AA	NA	NA
district_8	school_53	ALL	-9.1	2.3
district_8	school_53	AS	-11.1	7.3
district_8	school_53	EL	-32.2	-9.5
district_8	school_53	ELO	-69.1	-32
district_8	school_53	EO	3.7	5.6
district_8	school_53	FI	NA	NA
district_8	school_53	HI	-46.1	-40.4
district_8	school_53	HOM	NA	NA
district_8	school_53	MR	13.3	9.4
district_8	school_53	PI	NA	NA
district_8	school_53	RFP	15.7	19.8
district_8	school_53	SED	-32.5	-10.2
district_8	school_53	SWD	-58.1	-58.1
district_8	school_53	WH	13.5	7.5
district_8	school_29	AA	-46.6	-94
district_8	school_29	AI	NA	NA
district_8	school_29	ALL	53.6	39.5
district_8	school_29	AS	60.6	58
district_8	school_29	EL	16.4	6.1
district_8	school_29	ELO	-86.1	-97.1
district_8	school_29	EO	55.2	31.6
district_8	school_29	FI	73.4	41.9
district_8	school_29	FOS	NA	NA
district_8	school_29	HI	-20.4	-60.1
district_8	school_29	HOM	-92.5	NA
district_8	school_29	MR	69.7	16.8
district_8	school_29	PI	NA	NA
district_8	school_29	RFP	40.2	30.6
district_8	school_29	SED	26.9	11.4
district_8	school_29	SWD	-71.9	-91.2
district_8	school_29	WH	81.1	52.4
district_8	school_67	AA	-110	-172.4
district_8	school_67	ALL	-18.5	-17.4
district_8	school_67	AS	-4.6	13.5
district_8	school_67	EL	-46.7	-38.9
district_8	school_67	ELO	-112.6	-88.6
district_8	school_67	EO	-5.5	-32.2
district_8	school_67	FI	NA	NA
district_8	school_67	FOS	NA	NA
district_8	school_67	HI	-73.7	-119.1
district_8	school_67	HOM	-79.8	-110.2
district_8	school_67	MR	30	-0.9
district_8	school_67	PI	NA	NA
district_8	school_67	RFP	17.4	10.3
district_8	school_67	SED	-37.2	-34.2
district_8	school_67	SWD	-119.7	-156.7
district_8	school_67	WH	-21.7	-47.4
district_8	school_04	AA	-56.6	-98.4
district_8	school_04	AI	NA	NA
district_8	school_04	ALL	15.6	17.8
district_8	school_04	AS	44.1	61.9
district_8	school_04	EL	-29.6	-25.1
district_8	school_04	ELO	-109.6	-101.8
district_8	school_04	EO	36	23.5
district_8	school_04	FI	36	-0.1
district_8	school_04	FOS	NA	NA
district_8	school_04	HI	-52.1	-71.2
district_8	school_04	HOM	-82.7	-111.3
district_8	school_04	MR	22.9	13.8
district_8	school_04	PI	NA	NA
district_8	school_04	RFP	7.7	10.6
district_8	school_04	SED	-6.3	-5.7
district_8	school_04	SWD	-111.5	-131.6
district_8	school_04	WH	49.9	26.4
district_8	school_07	AA	-112.8	-144.4
district_8	school_07	AI	NA	NA
district_8	school_07	ALL	-27.8	-58.8
district_8	school_07	AS	18.9	14.1
district_8	school_07	EL	-58.9	-85.9
district_8	school_07	ELO	-108.9	-135.1
district_8	school_07	EO	-16.3	-59.9
district_8	school_07	FI	0.1	-36.3
district_8	school_07	FOS	NA	NA
district_8	school_07	HI	-69.8	-112.4
district_8	school_07	HOM	-55.1	-102.2
district_8	school_07	MR	-1.8	-53.6
district_8	school_07	PI	-73.9	-121.4
district_8	school_07	RFP	-9.4	-36.9
district_8	school_07	SED	-50.9	-80.3
district_8	school_07	SWD	-142.2	-172.2
district_8	school_07	WH	37.2	2.6
district_8	school_59	AA	-149.2	-157.6
district_8	school_59	AI	NA	NA
district_8	school_59	ALL	-38.4	-57.9
district_8	school_59	AS	16.1	6.8
district_8	school_59	EL	-49	-70.3
district_8	school_59	ELO	-91.3	-105.6
district_8	school_59	EO	-88.8	-116.1
district_8	school_59	FI	-5.9	-38.1
district_8	school_59	FOS	NA	NA
district_8	school_59	HI	-82.5	-115.1
district_8	school_59	HOM	-91.9	-123
district_8	school_59	MR	NA	-105.5
district_8	school_59	PI	-144.8	-195
district_8	school_59	RFP	-12.7	-40.2
district_8	school_59	SED	-44.4	-66.1
district_8	school_59	SWD	-127.1	-138.2
district_8	school_59	WH	-25.5	NA
district_8	school_28	AA	-72.6	-115.5
district_8	school_28	AI	NA	NA
district_8	school_28	ALL	46.3	31.2
district_8	school_28	AS	58.2	58.7
district_8	school_28	EL	2.7	-3.4
district_8	school_28	ELO	-65.7	-53.5
district_8	school_28	EO	55.3	27.4
district_8	school_28	FI	5.4	-30
district_8	school_28	FOS	NA	NA
district_8	school_28	HI	-3.3	-54
district_8	school_28	HOM	-8.4	-35.2
district_8	school_28	MR	74.8	39.4
district_8	school_28	PI	NA	NA
district_8	school_28	RFP	28.3	15.4
district_8	school_28	SED	19.3	3.6
district_8	school_28	SWD	-69.4	-128.5
district_8	school_28	WH	80.1	66.9
district_8	school_73	AA	-122.1	-187
district_8	school_73	ALL	-76.4	-127.1
district_8	school_73	AS	-6.2	-34.9
district_8	school_73	EL	-91.1	-134.8
district_8	school_73	ELO	-138.7	-182.6
district_8	school_73	EO	-88.6	-151.8
district_8	school_73	FI	-26.4	-74.2
district_8	school_73	FOS	NA	NA
district_8	school_73	HI	-105	-168.2
district_8	school_73	HOM	-113.8	-177.9
district_8	school_73	MR	NA	NA
district_8	school_73	PI	-106.7	-155.4
district_8	school_73	RFP	-27.1	-68
district_8	school_73	SED	-85.8	-136.7
district_8	school_73	SWD	-148	-196.4
district_8	school_73	WH	NA	NA
district_8	school_80	AA	-74.4	-120
district_8	school_80	AI	NA	NA
district_8	school_80	ALL	15.6	-4.7
district_8	school_80	AS	42.9	45
district_8	school_80	EL	-20.3	-26.3
district_8	school_80	ELO	-88.9	-79.7
district_8	school_80	EO	24.6	-9.2
district_8	school_80	FI	34	10.1
district_8	school_80	FOS	NA	NA
district_8	school_80	HI	-40.7	-84.7
district_8	school_80	HOM	-29	-83.1
district_8	school_80	MR	34.5	2.3
district_8	school_80	PI	-60.1	-85.4
district_8	school_80	RFP	21.3	6
district_8	school_80	SED	-11.9	-30.8
district_8	school_80	SWD	-87.7	-118.2
district_8	school_80	WH	63.5	42.1
district_8	school_82	AA	-88.1	-131
district_8	school_82	ALL	-39.6	-69
district_8	school_82	AS	-13.1	12.1
district_8	school_82	EL	-104.5	-129.4
district_8	school_82	ELO	-139	-154.6
district_8	school_82	EO	23.3	-10.1
district_8	school_82	FI	-5.8	-29.4
district_8	school_82	FOS	NA	NA
district_8	school_82	HI	-85.2	-113.5
district_8	school_82	HOM	-121.2	-146.7
district_8	school_82	MR	19.3	-19.3
district_8	school_82	PI	NA	NA
district_8	school_82	RFP	-41	-82.7
district_8	school_82	SED	-91.7	-120.8
district_8	school_82	SWD	-119.9	-144.3
district_8	school_82	WH	68.7	34
district_8	school_51	AA	NA	NA
district_8	school_51	AI	NA	NA
district_8	school_51	ALL	-57.7	-58.5
district_8	school_51	AS	NA	NA
district_8	school_51	EL	-91.7	-93.3
district_8	school_51	ELO	-116.6	-110.8
district_8	school_51	EO	6	10.4
district_8	school_51	FI	NA	NA
district_8	school_51	FOS	NA	NA
district_8	school_51	HI	-76.8	-75.5
district_8	school_51	HOM	-111.9	-98.4
district_8	school_51	MR	NA	NA
district_8	school_51	RFP	-33.4	-51.9
district_8	school_51	SED	-92.3	-87.3
district_8	school_51	SWD	-121.9	-119.2
district_8	school_51	WH	43.8	35.6
district_8	school_43	AA	-102.6	-146.4
district_8	school_43	AI	NA	NA
district_8	school_43	ALL	-60.7	-102.7
district_8	school_43	AS	69.1	52.2
district_8	school_43	EL	-95.6	-137.5
district_8	school_43	ELO	-129.6	-170
district_8	school_43	EO	-7.3	-53.3
district_8	school_43	FI	NA	NA
district_8	school_43	FOS	NA	NA
district_8	school_43	HI	-84.8	-129.8
district_8	school_43	HOM	-101.1	-142
district_8	school_43	MR	65.8	36.1
district_8	school_43	PI	NA	NA
district_8	school_43	RFP	-58.7	-101.5
district_8	school_43	SED	-86.6	-130.5
district_8	school_43	SWD	-139.4	-182.9
district_8	school_43	WH	57.6	26.1
district_8	school_18	AA	-100.8	-129.1
district_8	school_18	AI	NA	NA
district_8	school_18	ALL	2.7	7.2
district_8	school_18	AS	24.7	41.8
district_8	school_18	EL	-21.1	-12.6
district_8	school_18	ELO	-89.4	-81.7
district_8	school_18	EO	-12.6	-22.8
district_8	school_18	FI	-32.9	-47.4
district_8	school_18	FOS	NA	NA
district_8	school_18	HI	-49.4	-80.8
district_8	school_18	HOM	-33.8	-57.4
district_8	school_18	MR	-41	-71.3
district_8	school_18	PI	NA	NA
district_8	school_18	RFP	10.7	19.4
district_8	school_18	SED	-8.3	-4.7
district_8	school_18	SWD	-103	-124.9
district_8	school_18	WH	25.5	35.1
district_8	school_24	AA	-56.4	-78
district_8	school_24	AI	NA	NA
district_8	school_24	ALL	39.8	32.9
district_8	school_24	AS	47.6	54
district_8	school_24	EL	-11	-22.3
district_8	school_24	ELO	-92.1	-109.4
district_8	school_24	EO	46.8	31.9
district_8	school_24	FI	41.8	29.9
district_8	school_24	FOS	NA	NA
district_8	school_24	HI	-27.8	-59.8
district_8	school_24	HOM	-76.6	-90.8
district_8	school_24	MR	53	17.5
district_8	school_24	PI	NA	NA
district_8	school_24	RFP	25	16
district_8	school_24	SED	6.7	-1.8
district_8	school_24	SWD	-82.6	-115.1
district_8	school_24	WH	68.7	47.5
district_8	school_42	ALL	-203.6	-149.3
district_8	school_42	EL	-203.6	-149.3
district_8	school_42	ELO	-203.6	-149.3
district_8	school_42	HI	-200.3	-150
district_8	school_42	HOM	NA	NA
district_8	school_42	SED	-205.7	-151.5
district_8	school_42	SWD	NA	NA
district_8	school_52	AA	-57.6	-61.3
district_8	school_52	AI	NA	NA
district_8	school_52	ALL	17.9	7
district_8	school_52	AS	47.6	46.6
district_8	school_52	EL	-17.1	-24.9
district_8	school_52	ELO	-66.4	-80.5
district_8	school_52	EO	17.5	5.7
district_8	school_52	FI	70.7	40.5
district_8	school_52	HI	-35.8	-63.7
district_8	school_52	HOM	NA	NA
district_8	school_52	MR	17.6	23.4
district_8	school_52	RFP	26.5	24.4
district_8	school_52	SED	-42.7	-53.7
district_8	school_52	SWD	-61.4	-75.1
district_8	school_52	WH	63.1	53.4
district_8	school_15	AA	-117.6	-160
district_8	school_15	ALL	-48.9	-67.2
district_8	school_15	AS	13	22.5
district_8	school_15	EL	-68.4	-85.5
district_8	school_15	ELO	-106	-122.4
district_8	school_15	EO	-49.3	-65.3
district_8	school_15	FI	8.5	-47.4
district_8	school_15	HI	-87.5	-103.1
district_8	school_15	HOM	NA	NA
district_8	school_15	MR	NA	NA
district_8	school_15	PI	NA	NA
district_8	school_15	RFP	-3.1	-21.5
district_8	school_15	SED	-74.7	-93.1
district_8	school_15	SWD	-100.9	-118.6
district_8	school_15	WH	33.1	44.7
district_8	school_13	AA	-81	-88.1
district_8	school_13	ALL	-73.7	-80.4
district_8	school_13	EL	-50.4	-63
district_8	school_13	ELO	NA	NA
district_8	school_13	EO	-76.9	-82.7
district_8	school_13	FOS	NA	NA
district_8	school_13	HI	-57.5	-61.1
district_8	school_13	HOM	NA	NA
district_8	school_13	MR	NA	NA
district_8	school_13	PI	-53.3	-61.3
district_8	school_13	RFP	NA	NA
district_8	school_13	SED	-62.5	-79.4
district_8	school_13	SWD	-112.5	-121.3
district_8	school_13	WH	NA	NA
district_8	school_61	AA	-88.1	-57
district_8	school_61	ALL	24.7	27.8
district_8	school_61	AS	NA	NA
district_8	school_61	EL	10.9	16.5
district_8	school_61	ELO	NA	NA
district_8	school_61	EO	25.3	27.9
district_8	school_61	FI	NA	NA
district_8	school_61	HI	-9	-20.7
district_8	school_61	HOM	NA	NA
district_8	school_61	MR	NA	NA
district_8	school_61	PI	NA	NA
district_8	school_61	RFP	NA	NA
district_8	school_61	SED	-21	-4.8
district_8	school_61	SWD	-53.8	-26.1
district_8	school_61	WH	57.6	57.1
district_8	school_84	AA	NA	NA
district_8	school_84	AI	NA	NA
district_8	school_84	ALL	-27.8	-11.4
district_8	school_84	AS	9.3	33.8
district_8	school_84	EL	-29	-12.3
district_8	school_84	ELO	-66.7	-37.6
district_8	school_84	EO	-51.4	-40
district_8	school_84	FI	NA	NA
district_8	school_84	FOS	NA	NA
district_8	school_84	HI	-53.4	-41.8
district_8	school_84	HOM	NA	NA
district_8	school_84	MR	NA	NA
district_8	school_84	RFP	44.9	37.3
district_8	school_84	SED	-31.5	-16.7
district_8	school_84	SWD	-103.8	-94.2
district_8	school_84	WH	NA	NA
district_8	school_49	AA	-49.5	-86.8
district_8	school_49	AI	NA	NA
district_8	school_49	ALL	69.4	54.5
district_8	school_49	AS	85.2	80.6
district_8	school_49	EL	49.1	43
district_8	school_49	ELO	-10.3	-20.2
district_8	school_49	EO	63.2	44.4
district_8	school_49	FI	91.3	54.4
district_8	school_49	HI	33.8	11.7
district_8	school_49	HOM	NA	NA
district_8	school_49	MR	79.4	72.9
district_8	school_49	PI	NA	NA
district_8	school_49	RFP	68.3	63.4
district_8	school_49	SED	15.6	-3.1
district_8	school_49	SWD	44.5	26.9
district_8	school_49	WH	83.9	68.6
district_8	school_37	AA	-107.6	-105.7
district_8	school_37	AI	NA	NA
district_8	school_37	ALL	-99.8	-94.9
district_8	school_37	AS	NA	NA
district_8	school_37	EL	NA	NA
district_8	school_37	ELO	NA	NA
district_8	school_37	EO	-100.1	-96.1
district_8	school_37	FOS	NA	NA
district_8	school_37	HI	-84	-69.3
district_8	school_37	HOM	NA	NA
district_8	school_37	MR	NA	NA
district_8	school_37	PI	NA	NA
district_8	school_37	SED	-103.3	-95.1
district_8	school_37	SWD	-156.7	-149.1
district_8	school_63	AA	-48.4	-77.5
district_8	school_63	AI	NA	NA
district_8	school_63	ALL	61.8	54.7
district_8	school_63	AS	65.4	64
district_8	school_63	EL	29.3	34.5
district_8	school_63	ELO	-13.2	18.5
district_8	school_63	EO	56.5	43.2
district_8	school_63	FI	NA	NA
district_8	school_63	FOS	NA	NA
district_8	school_63	HI	28.7	33.5
district_8	school_63	MR	83.1	49.9
district_8	school_63	PI	NA	NA
district_8	school_63	RFP	65.6	48.2
district_8	school_63	SED	49.7	47.9
district_8	school_63	SWD	-53.8	-21.7
district_8	school_63	WH	98.4	57.5
district_8	school_32	AA	NA	NA
district_8	school_32	ALL	38.7	57.5
district_8	school_32	AS	37.1	58.2
district_8	school_32	EL	28.2	52.5
district_8	school_32	ELO	-15.1	40.9
district_8	school_32	EO	78.1	72
district_8	school_32	HI	NA	NA
district_8	school_32	HOM	25.4	62.8
district_8	school_32	MR	NA	NA
district_8	school_32	PI	NA	NA
district_8	school_32	RFP	69.2	63.6
district_8	school_32	SED	35	55.9
district_8	school_32	SWD	-49.3	7.3
district_8	school_32	WH	NA	NA
district_8	school_01	AA	NA	NA
district_8	school_01	ALL	62.5	53.3
district_8	school_01	AS	48	50
district_8	school_01	EL	40.5	39.2
district_8	school_01	ELO	-24.3	5.4
district_8	school_01	EO	69.6	58.9
district_8	school_01	FI	NA	NA
district_8	school_01	HI	53.3	55.6
district_8	school_01	MR	68.4	49.5
district_8	school_01	PI	NA	NA
district_8	school_01	RFP	83.1	61.4
district_8	school_01	SED	36.6	31.1
district_8	school_01	SWD	29.1	32.7
district_8	school_01	WH	91.9	66.2
district_8	school_10	AA	-114	-123.8
district_8	school_10	ALL	-44.2	-47.4
district_8	school_10	AS	-3.9	-1.1
district_8	school_10	EL	-36.7	-40
district_8	school_10	ELO	-65.4	-62.2
district_8	school_10	EO	-67	-66.9
district_8	school_10	FI	NA	NA
district_8	school_10	FOS	NA	NA
district_8	school_10	HI	-53.7	-61.8
district_8	school_10	HOM	NA	NA
district_8	school_10	MR	NA	NA
district_8	school_10	PI	NA	NA
district_8	school_10	RFP	39.7	20.6
district_8	school_10	SED	-47.7	-50.6
district_8	school_10	SWD	-121.9	-116.9
district_8	school_10	WH	-44.9	-47.5
