districtname	schoolname	studentgroup	currstatus_ela	currstatus_math
district_3	school_80	ELO	-150.4	-210.5
district_3	school_80	EO	-88.7	-147
district_3	school_80	FI	NA	NA
district_3	school_80	FOS	NA	NA
district_3	school_80	HI	-73.7	-137.6
district_3	school_80	HOM	-116.5	-147.3
district_3	school_80	MR	NA	NA
district_3	school_80	PI	NA	NA
district_3	school_80	RFP	-50.1	-115.7
district_3	school_80	SED	-77.9	-140.4
district_3	school_80	SWD	-152.4	-207.8
district_3	school_80	WH	-79.4	-117
district_3	school_57	AA	-120.9	-130.4
district_3	school_57	AI	NA	NA
district_3	school_57	ALL	-81.2	-88.8
district_3	school_57	AS	-89.5	-110.2
district_3	school_57	EL	-79.7	-84.1
district_3	school_57	ELO	-129	-120.7
district_3	school_57	EO	-86.9	-97.6
district_3	school_57	FOS	NA	NA
district_3	school_57	HI	-76.3	-83.2
district_3	school_57	HOM	-127.9	-118.6
district_3	school_57	MR	NA	NA
district_3	school_57	PI	NA	NA
district_3	school_57	RFP	-6.8	-30.1
district_3	school_57	SED	-81.4	-88.9
district_3	school_57	SWD	-160.8	-169.5
district_3	school_57	WH	-104.3	-103.7
district_3	school_46	AA	NA	NA
district_3	school_46	AI	NA	NA
district_3	school_46	ALL	-68	-79
district_3	school_46	AS	-38.5	-43.6
district_3	school_46	EL	-68.2	-77.1
district_3	school_46	ELO	-123.8	-121.3
district_3	school_46	EO	-74.6	-88.9
district_3	school_46	FI	NA	NA
district_3	school_46	HI	-69.3	-80.5
district_3	school_46	HOM	NA	NA
district_3	school_46	MR	NA	NA
district_3	school_46	PI	NA	NA
district_3	school_46	RFP	-17.6	-36.9
district_3	school_46	SED	-69.2	-80.1
district_3	school_46	SWD	-145	-153.1
district_3	school_46	WH	NA	NA
district_3	school_36	AA	-21.2	-72.2
district_3	school_36	AI	NA	NA
district_3	school_36	ALL	17.9	-16.9
district_3	school_36	AS	50.5	23.3
district_3	school_36	EL	-36.8	-63.3
district_3	school_36	ELO	-103.9	-140.1
district_3	school_36	EO	27.2	-9.3
district_3	school_36	FI	NA	NA
district_3	school_36	HI	1.5	-33.6
district_3	school_36	HOM	NA	NA
district_3	school_36	MR	NA	NA
district_3	school_36	PI	NA	NA
district_3	school_36	RFP	-24.1	-48.8
district_3	school_36	SED	-3.5	-38.8
district_3	school_36	SWD	8.5	-30.7
district_3	school_36	WH	42.1	9.8
district_3	school_24	AA	-84.3	-88.3
district_3	school_24	AI	NA	NA
district_3	school_24	ALL	-55.3	-68.4
district_3	school_24	AS	-55.9	-54.1
district_3	school_24	EL	-56.1	-65.2
district_3	school_24	ELO	-127.7	-122.5
district_3	school_24	EO	-59.6	-73.3
district_3	school_24	FI	NA	NA
district_3	school_24	FOS	NA	NA
district_3	school_24	HI	-55.6	-72.8
district_3	school_24	HOM	-103.5	-127.8
district_3	school_24	MR	NA	NA
district_3	school_24	RFP	2.1	-18.6
district_3	school_24	SED	-55.6	-68.6
district_3	school_24	SWD	-141.5	-148.8
district_3	school_24	WH	-75.6	-65.5
district_3	school_11	AA	-25.4	-48.9
district_3	school_11	AI	NA	NA
district_3	school_11	ALL	2.6	-18
district_3	school_11	AS	NA	NA
district_3	school_11	EL	-43.5	-63.8
district_3	school_11	ELO	NA	NA
district_3	school_11	EO	7.9	-13.4
district_3	school_11	FI	NA	NA
district_3	school_11	HI	-9.4	-28.9
district_3	school_11	HOM	NA	NA
district_3	school_11	MR	39.8	3.6
district_3	school_11	PI	NA	NA
district_3	school_11	RFP	-35.6	-62.9
district_3	school_11	SED	-10.9	-32.8
district_3	school_11	SWD	-44.3	-64.4
district_3	school_11	WH	40.3	16.7
district_3	school_56	AA	-28.2	-56.8
district_3	school_56	ALL	-42.1	-55.8
district_3	school_56	AS	NA	NA
district_3	school_56	EL	-40.5	-52.2
district_3	school_56	ELO	-106.8	-103.5
district_3	school_56	EO	-47.1	-62.3
district_3	school_56	FOS	NA	NA
district_3	school_56	HI	-42.9	-56.7
district_3	school_56	HOM	NA	NA
district_3	school_56	PI	NA	NA
district_3	school_56	RFP	7.6	-14.9
district_3	school_56	SED	-42.6	-56.1
district_3	school_56	SWD	-122.3	-145.3
district_3	school_56	WH	NA	NA
district_3	school_23	AA	NA	NA
district_3	school_23	AI	NA	NA
district_3	school_23	ALL	-68.9	-71.1
district_3	school_23	AS	-32.3	-50.7
district_3	school_23	EL	-70.8	-71.9
district_3	school_23	ELO	-114.1	-106
district_3	school_23	EO	-70.5	-73.4
district_3	school_23	FI	NA	NA
district_3	school_23	HI	-71.8	-71.7
district_3	school_23	HOM	NA	NA
district_3	school_23	MR	NA	NA
district_3	school_23	RFP	-19.6	-31.4
district_3	school_23	SED	-70	-71.1
district_3	school_23	SWD	-162.8	-160.9
district_3	school_23	WH	NA	NA
district_3	school_38	AA	-104.9	-118.9
district_3	school_38	AI	NA	NA
district_3	school_38	ALL	-69.6	-68
district_3	school_38	AS	-65.5	-55.4
district_3	school_38	EL	-74.7	-66.5
district_3	school_38	ELO	-122.6	-98.5
district_3	school_38	EO	-68	-70.6
district_3	school_38	FOS	NA	NA
district_3	school_38	HI	-68.1	-64.9
district_3	school_38	HOM	NA	NA
district_3	school_38	MR	NA	NA
district_3	school_38	PI	NA	NA
district_3	school_38	RFP	-21.2	-30.7
district_3	school_38	SED	-70.6	-68.5
district_3	school_38	SWD	-149.3	-140.6
district_3	school_38	WH	-64.6	-72.3
district_3	school_05	AA	-117	-125.5
district_3	school_05	AI	NA	NA
district_3	school_05	ALL	-85.1	-93.9
district_3	school_05	AS	-49.1	-60.8
district_3	school_05	EL	-76.1	-84.9
district_3	school_05	ELO	-123.7	-122.2
district_3	school_05	EO	-100.3	-108.2
district_3	school_05	FOS	NA	NA
district_3	school_05	HI	-82.7	-91.6
district_3	school_05	HOM	-90.2	-117.7
district_3	school_05	MR	NA	NA
district_3	school_05	RFP	2.3	-24.1
district_3	school_05	SED	-85.1	-93.9
district_3	school_05	SWD	-144.2	-158.8
district_3	school_05	WH	NA	NA
district_3	school_29	AA	-86	-91.1
district_3	school_29	AI	NA	NA
district_3	school_29	ALL	-44.3	-60
district_3	school_29	AS	-25	-28.8
district_3	school_29	EL	-45.5	-50.5
district_3	school_29	ELO	-114.5	-112.1
district_3	school_29	EO	-45.9	-66.8
district_3	school_29	FOS	NA	NA
district_3	school_29	HI	-45.3	-63.8
district_3	school_29	HOM	NA	NA
district_3	school_29	MR	NA	NA
district_3	school_29	RFP	17.2	5.5
district_3	school_29	SED	-44.3	-60.2
district_3	school_29	SWD	-120.8	-139.4
district_3	school_29	WH	-21.5	-29
district_3	school_03	AA	-41	-50.5
district_3	school_03	AI	NA	NA
district_3	school_03	ALL	-27.8	-40.3
district_3	school_03	AS	-5.3	-21.2
district_3	school_03	EL	-34.3	-44.5
district_3	school_03	ELO	-100.6	-105.1
district_3	school_03	EO	-25.4	-38.5
district_3	school_03	FOS	NA	NA
district_3	school_03	HI	-33.8	-43.8
district_3	school_03	HOM	NA	NA
district_3	school_03	MR	-39.3	-64.5
district_3	school_03	RFP	25.4	10
district_3	school_03	SED	-27.9	-40.1
district_3	school_03	SWD	-119.4	-136.9
district_3	school_03	WH	-40.3	-57
district_3	school_40	AA	-59.2	-55.3
district_3	school_40	AI	NA	NA
district_3	school_40	ALL	-44.1	-47.4
district_3	school_40	AS	-16.2	-28.5
district_3	school_40	EL	-22.2	-33.2
district_3	school_40	ELO	-89.8	-98.7
district_3	school_40	EO	-58.9	-57.8
district_3	school_40	FI	NA	NA
district_3	school_40	FOS	NA	NA
district_3	school_40	HI	-49	-49.1
district_3	school_40	HOM	NA	NA
district_3	school_40	MR	NA	NA
district_3	school_40	PI	NA	NA
district_3	school_40	RFP	36	23.1
district_3	school_40	SED	-43.7	-46.5
district_3	school_40	SWD	-124.3	-128.9
district_3	school_40	WH	-36.3	-55.1
district_3	school_04	AA	-74.9	-48.7
district_3	school_04	ALL	-60	-62.4
district_3	school_04	AS	-60.3	-69.5
district_3	school_04	EL	-66.6	-59.9
district_3	school_04	ELO	-109.4	-90
district_3	school_04	EO	-57.8	-66.2
district_3	school_04	FI	NA	NA
district_3	school_04	HI	-59.3	-60.3
district_3	school_04	HOM	NA	NA
district_3	school_04	MR	NA	NA
district_3	school_04	RFP	2.4	-11.3
district_3	school_04	SED	-62.5	-64.8
district_3	school_04	SWD	-88.8	-83.8
district_3	school_04	WH	NA	NA
district_3	school_16	AA	-59.7	-45.3
district_3	school_16	AI	NA	NA
district_3	school_16	ALL	-48.2	-51
district_3	school_16	AS	22.9	23.4
district_3	school_16	EL	-56.7	-59.6
district_3	school_16	ELO	-123.7	-104.3
district_3	school_16	EO	-47.6	-49.9
district_3	school_16	FI	NA	NA
district_3	school_16	HI	-56.1	-64.8
district_3	school_16	HOM	NA	NA
district_3	school_16	MR	-41.7	-21
district_3	school_16	RFP	4	-19
district_3	school_16	SED	-58.1	-60
district_3	school_16	SWD	-123.3	-136.5
district_3	school_16	WH	-42.4	-40.1
district_3	school_33	AA	-117.5	-114.5
district_3	school_33	AI	NA	NA
district_3	school_33	ALL	-90.5	-82.9
district_3	school_33	AS	NA	NA
district_3	school_33	EL	-93.6	-70.8
district_3	school_33	ELO	-131.1	-102.1
district_3	school_33	EO	-93.9	-95.6
district_3	school_33	FOS	NA	NA
district_3	school_33	HI	-91	-80
district_3	school_33	HOM	NA	NA
district_3	school_33	MR	NA	NA
district_3	school_33	PI	NA	NA
district_3	school_33	RFP	-29.9	-17.7
district_3	school_33	SED	-90.6	-83.1
district_3	school_33	SWD	-125	-117.2
district_3	school_33	WH	-76.1	-92.4
district_3	school_10	AA	-80.1	-71.4
district_3	school_10	AI	NA	NA
district_3	school_10	ALL	-9.9	-24.7
district_3	school_10	AS	NA	NA
district_3	school_10	EL	NA	NA
district_3	school_10	ELO	NA	NA
district_3	school_10	EO	-10.2	-23.1
district_3	school_10	FOS	NA	NA
district_3	school_10	HI	-15	-33.3
district_3	school_10	HOM	NA	NA
district_3	school_10	MR	14.5	7
district_3	school_10	PI	NA	NA
district_3	school_10	RFP	NA	NA
district_3	school_10	SED	-18.3	-36.4
district_3	school_10	SWD	-133.1	-125.3
district_3	school_10	WH	26.8	7.6
district_3	school_67	AA	-93.4	-109.3
district_3	school_67	ALL	-81.5	-90.6
district_3	school_67	AS	NA	NA
district_3	school_67	EL	-80.1	-86
district_3	school_67	ELO	-123.2	-116
district_3	school_67	EO	-84.8	-92.7
district_3	school_67	FOS	NA	NA
district_3	school_67	HI	-82.4	-89
district_3	school_67	HOM	NA	NA
district_3	school_67	MR	NA	NA
district_3	school_67	PI	NA	NA
district_3	school_67	RFP	4.2	-28.7
district_3	school_67	SED	-81.6	-90
district_3	school_67	SWD	-138	-140.8
district_3	school_67	WH	-76.6	-94.3
district_3	school_43	AA	-78	-81
district_3	school_43	AI	NA	NA
district_3	school_43	ALL	-65.8	-62.7
district_3	school_43	AS	-55.5	-36.2
district_3	school_43	EL	-54.7	-46
district_3	school_43	ELO	-89.8	-77.9
district_3	school_43	EO	-71	-69.7
district_3	school_43	FI	NA	NA
district_3	school_43	FOS	NA	NA
district_3	school_43	HI	-59.9	-61.5
district_3	school_43	HOM	-113.4	-69
district_3	school_43	MR	NA	NA
district_3	school_43	RFP	-19.6	-14.1
district_3	school_43	SED	-67.1	-62.6
district_3	school_43	SWD	-121.6	-107.4
district_3	school_43	WH	-111.6	-84.3
district_3	school_52	AA	-79.6	-92.3
district_3	school_52	AI	NA	NA
district_3	school_52	ALL	-64.2	-75.8
district_3	school_52	AS	-40.6	-62.3
district_3	school_52	EL	-56.7	-67.3
district_3	school_52	ELO	-111.6	-113.6
district_3	school_52	EO	-70.8	-82.4
district_3	school_52	FI	NA	NA
district_3	school_52	FOS	NA	NA
district_3	school_52	HI	-71.5	-80
district_3	school_52	HOM	NA	NA
district_3	school_52	MR	NA	NA
district_3	school_52	RFP	4.4	-14.7
district_3	school_52	SED	-64.7	-75.7
district_3	school_52	SWD	-107.9	-120.1
district_3	school_52	WH	-51.2	-53.9
district_3	school_47	AA	NA	NA
district_3	school_47	AI	NA	NA
district_3	school_47	ALL	-29.4	-49.4
district_3	school_47	AS	NA	NA
district_3	school_47	EL	-24.7	-41
district_3	school_47	ELO	-102.7	-102.7
district_3	school_47	EO	-36.7	-58.8
district_3	school_47	HI	-29.9	-49.4
district_3	school_47	HOM	NA	NA
district_3	school_47	MR	NA	NA
district_3	school_47	RFP	32.2	4.1
district_3	school_47	SED	-30.1	-50.2
district_3	school_47	SWD	-96.6	-126.8
district_3	school_47	WH	NA	NA
district_3	school_25	AA	NA	NA
district_3	school_25	AI	NA	NA
district_3	school_25	ALL	-41.5	-56.4
district_3	school_25	AS	-8.1	-27.9
district_3	school_25	EL	-29.1	-43.4
district_3	school_25	ELO	-94.5	-98.2
district_3	school_25	EO	-69.8	-84
district_3	school_25	FOS	NA	NA
district_3	school_25	HI	-40.1	-56.5
district_3	school_25	HOM	-109	-140.4
district_3	school_25	MR	NA	NA
district_3	school_25	RFP	20.9	-1.5
district_3	school_25	SED	-44.8	-58.8
district_3	school_25	SWD	-135.8	-162.4
district_3	school_25	WH	NA	NA
district_3	school_06	AA	-91	-77.8
district_3	school_06	ALL	-91.6	-83.5
district_3	school_06	AS	NA	NA
district_3	school_06	EL	-88.8	-81.5
district_3	school_06	ELO	-127.8	-102.5
district_3	school_06	EO	-99.7	-87.1
district_3	school_06	HI	-93.3	-86.3
district_3	school_06	HOM	NA	NA
district_3	school_06	MR	NA	NA
district_3	school_06	RFP	-47.9	-59.5
district_3	school_06	SED	-92.8	-84.5
district_3	school_06	SWD	-100.2	-86.6
district_3	school_69	AA	-48.9	-49.7
district_3	school_69	AI	NA	NA
district_3	school_69	ALL	-41.1	-48.8
district_3	school_69	AS	NA	NA
district_3	school_69	EL	-55.3	-64.5
district_3	school_69	ELO	-120.6	-117.2
district_3	school_69	EO	-37.6	-45.7
district_3	school_69	FOS	NA	NA
district_3	school_69	HI	-45.6	-57.3
district_3	school_69	HOM	NA	NA
district_3	school_69	MR	NA	NA
district_3	school_69	PI	NA	NA
district_3	school_69	RFP	12.9	-9.6
district_3	school_69	SED	-44.6	-51.6
district_3	school_69	SWD	-114.5	-129
district_3	school_69	WH	-19.7	-21.1
district_3	school_50	AA	-128	-167.6
district_3	school_50	AI	NA	NA
district_3	school_50	ALL	-60.1	-65.6
district_3	school_50	AS	-29.6	-23.6
district_3	school_50	EL	-48.5	-47.7
district_3	school_50	ELO	-118.7	-103.6
district_3	school_50	EO	-81.2	-95
district_3	school_50	HI	-59.7	-63.7
district_3	school_50	HOM	-41.4	-47.4
district_3	school_50	MR	NA	NA
district_3	school_50	PI	NA	NA
district_3	school_50	RFP	0.2	-9
district_3	school_50	SED	-61.2	-66.6
district_3	school_50	SWD	-149.5	-147.5
district_3	school_50	WH	NA	NA
district_3	school_42	AA	-107.7	-114.3
district_3	school_42	ALL	-55.1	-65.1
district_3	school_42	AS	NA	NA
district_3	school_42	EL	-49.4	-57.4
district_3	school_42	ELO	-105.7	-105.7
district_3	school_42	EO	-68	-82.2
district_3	school_42	FI	NA	NA
district_3	school_42	HI	-50.5	-60.2
district_3	school_42	HOM	NA	NA
district_3	school_42	MR	NA	NA
district_3	school_42	RFP	-8.7	-24.8
district_3	school_42	SED	-55.1	-65.1
district_3	school_42	SWD	-137.5	-141.1
district_3	school_42	WH	NA	NA
district_3	school_74	AA	NA	NA
district_3	school_74	AI	NA	NA
district_3	school_74	ALL	-31	-29.4
district_3	school_74	AS	NA	NA
district_3	school_74	EL	-21.3	-23.4
district_3	school_74	ELO	-80.8	-65.4
district_3	school_74	EO	-45.7	-40
district_3	school_74	FOS	NA	NA
district_3	school_74	HI	-29.2	-27.9
district_3	school_74	HOM	NA	NA
district_3	school_74	MR	NA	NA
district_3	school_74	RFP	29.9	12.8
district_3	school_74	SED	-33.5	-30.5
district_3	school_74	SWD	-108.1	-99.8
district_3	school_74	WH	NA	NA
district_3	school_79	AA	-34.3	-54.4
district_3	school_79	AI	NA	NA
district_3	school_79	ALL	-19.4	-30.7
district_3	school_79	AS	NA	NA
district_3	school_79	EL	-21.9	-35.8
district_3	school_79	ELO	NA	NA
district_3	school_79	EO	-18.7	-30.5
district_3	school_79	FI	NA	NA
district_3	school_79	HI	-31	-41.4
district_3	school_79	HOM	NA	NA
district_3	school_79	MR	NA	NA
district_3	school_79	PI	NA	NA
district_3	school_79	RFP	21.6	2.4
district_3	school_79	SED	-39.7	-50.6
district_3	school_79	SWD	NA	NA
district_3	school_79	WH	-4.7	-19.7
district_3	school_12	AA	-139.3	-141.6
district_3	school_12	AI	NA	NA
district_3	school_12	ALL	-74.2	-67.4
district_3	school_12	AS	-60.7	-51.7
district_3	school_12	EL	-71.5	-65.5
district_3	school_12	ELO	-122.7	-112.1
district_3	school_12	EO	-81.9	-73.4
district_3	school_12	FOS	NA	NA
district_3	school_12	HI	-72.9	-65.6
district_3	school_12	HOM	-114.5	-86.8
district_3	school_12	MR	NA	NA
district_3	school_12	RFP	-14.1	-13.2
district_3	school_12	SED	-75.8	-68.8
district_3	school_12	SWD	-164.2	-158.4
district_3	school_12	WH	NA	NA
district_3	school_53	AA	-141.3	-158.4
district_3	school_53	AI	NA	NA
district_3	school_53	ALL	-84.5	-106.6
district_3	school_53	AS	NA	NA
district_3	school_53	EL	-75.6	-94.6
district_3	school_53	ELO	-130.4	-131.6
district_3	school_53	EO	-89.4	-111.8
district_3	school_53	FOS	NA	NA
district_3	school_53	HI	-78.3	-102.5
district_3	school_53	HOM	-117.5	-116.9
district_3	school_53	MR	NA	NA
district_3	school_53	RFP	-24.9	-60.4
district_3	school_53	SED	-85.2	-107.5
district_3	school_53	SWD	-169.2	-174.6
district_3	school_53	WH	-108	-122.8
district_3	school_61	AA	-73.3	-81.9
district_3	school_61	AI	NA	NA
district_3	school_61	ALL	-59.8	-66.6
district_3	school_61	AS	-39.7	-46.4
district_3	school_61	EL	-59.7	-64.3
district_3	school_61	ELO	-129.2	-111.7
district_3	school_61	EO	-65.1	-71.4
district_3	school_61	FI	NA	NA
district_3	school_61	FOS	NA	NA
district_3	school_61	HI	-64	-70.9
district_3	school_61	HOM	NA	NA
district_3	school_61	MR	NA	NA
district_3	school_61	PI	NA	NA
district_3	school_61	RFP	-5.4	-27.6
district_3	school_61	SED	-61.7	-67.8
district_3	school_61	SWD	-142	-138.5
district_3	school_61	WH	-73	-75.5
district_3	school_70	AA	-62.2	-70.5
district_3	school_70	AI	NA	NA
district_3	school_70	ALL	-60	-66.2
district_3	school_70	AS	-26.8	-40.3
district_3	school_70	EL	-65.1	-75.7
district_3	school_70	ELO	-117.5	-117.3
district_3	school_70	EO	-60.2	-64.7
district_3	school_70	FI	NA	NA
district_3	school_70	FOS	NA	NA
district_3	school_70	HI	-65.2	-72.6
district_3	school_70	HOM	NA	NA
district_3	school_70	MR	NA	NA
district_3	school_70	RFP	2	-22.3
district_3	school_70	SED	-59.6	-65.6
district_3	school_70	SWD	-147.1	-146.3
district_3	school_70	WH	-51.6	-49.6
district_3	school_58	AA	-114	-99.7
district_3	school_58	AI	NA	NA
district_3	school_58	ALL	-84.7	-83.4
district_3	school_58	AS	-40.1	-47.1
district_3	school_58	EL	-80.4	-80.6
district_3	school_58	ELO	-110.8	-104.1
district_3	school_58	EO	-93.1	-88.6
district_3	school_58	FOS	NA	NA
district_3	school_58	HI	-88.8	-86.1
district_3	school_58	HOM	NA	NA
district_3	school_58	MR	NA	NA
district_3	school_58	RFP	-26.1	-38.7
district_3	school_58	SED	-85.2	-83.9
district_3	school_58	SWD	-154.9	-150.5
district_3	school_58	WH	-90.1	-101.7
district_3	school_48	AA	-54.9	-54.3
district_3	school_48	AI	NA	NA
district_3	school_48	ALL	-42.5	-54
district_3	school_48	AS	1.3	-21.1
district_3	school_48	EL	-28.4	-36.7
district_3	school_48	ELO	NA	NA
district_3	school_48	EO	-49.4	-60.1
district_3	school_48	FI	NA	NA
district_3	school_48	FOS	NA	NA
district_3	school_48	HI	-44.8	-57.9
district_3	school_48	HOM	NA	NA
district_3	school_48	MR	NA	NA
district_3	school_48	RFP	-10.6	-29.9
district_3	school_48	SED	-46	-57.4
district_3	school_48	SWD	-123.1	-101.7
district_3	school_48	WH	-54.4	-59.8
district_3	school_77	AA	-73.4	-81.2
district_3	school_77	AI	NA	NA
district_3	school_77	ALL	-60.7	-74.2
district_3	school_77	AS	NA	NA
district_3	school_77	EL	-67.7	-81.5
district_3	school_77	ELO	-118.6	-118.4
district_3	school_77	EO	-58.4	-70.9
district_3	school_77	FOS	NA	NA
district_3	school_77	HI	-59.7	-72.7
district_3	school_77	HOM	-93.1	-113.5
district_3	school_77	MR	NA	NA
district_3	school_77	PI	NA	NA
district_3	school_77	RFP	8.1	-26.4
district_3	school_77	SED	-61.7	-74.7
district_3	school_77	SWD	-154.1	-167.7
district_3	school_77	WH	-51.4	-68.2
district_3	school_01	AA	NA	NA
district_3	school_01	ALL	-67.4	-87.9
district_3	school_01	AS	-94.3	-104.9
district_3	school_01	EL	-58.2	-77.9
district_3	school_01	ELO	-128.5	-133.2
district_3	school_01	EO	-81.9	-105.2
district_3	school_01	FOS	NA	NA
district_3	school_01	HI	-66.2	-87.3
district_3	school_01	HOM	NA	NA
district_3	school_01	MR	NA	NA
district_3	school_01	RFP	-7.8	-38.3
district_3	school_01	SED	-67	-87.4
district_3	school_01	SWD	-158.8	-173.4
district_3	school_01	WH	NA	NA
district_3	school_73	AA	-77	-167.8
district_3	school_73	AI	NA	NA
district_3	school_73	ALL	-60.8	-130.5
district_3	school_73	AS	-32.1	-96.6
district_3	school_73	EL	-83.7	-147.5
district_3	school_73	ELO	-134.4	-191.5
district_3	school_73	EO	-66	-136.6
district_3	school_73	FI	NA	NA
district_3	school_73	FOS	NA	NA
district_3	school_73	HI	-65.5	-135.6
district_3	school_73	HOM	-76.9	-137.2
district_3	school_73	MR	NA	NA
district_3	school_73	PI	NA	NA
district_3	school_73	RFP	-38.9	-107.7
district_3	school_73	SED	-60.9	-130.1
district_3	school_73	SWD	-156.4	-226.5
district_3	school_73	WH	-77.8	-147.2
district_3	school_26	AA	-74.6	-87.8
district_3	school_26	AI	NA	NA
district_3	school_26	ALL	-49	-63.3
district_3	school_26	AS	-39.9	-47
district_3	school_26	EL	-37.3	-52.2
district_3	school_26	ELO	-114.2	-117.9
district_3	school_26	EO	-51.7	-66.5
district_3	school_26	FOS	NA	NA
district_3	school_26	HI	-50.9	-67.2
district_3	school_26	HOM	NA	NA
district_3	school_26	MR	NA	NA
district_3	school_26	PI	NA	NA
district_3	school_26	RFP	12.5	-9.7
district_3	school_26	SED	-48	-62.6
district_3	school_26	SWD	-155.9	-166.1
district_3	school_26	WH	-33.2	-48.3
district_3	school_09	AA	-88.6	-86.2
district_3	school_09	AI	NA	NA
district_3	school_09	ALL	-53	-67.6
district_3	school_09	AS	-44.5	-59.6
district_3	school_09	EL	-54.8	-69.1
district_3	school_09	ELO	-104.5	-108.9
district_3	school_09	EO	-54.7	-70.1
district_3	school_09	FOS	NA	NA
district_3	school_09	HI	-50.4	-67
district_3	school_09	HOM	NA	NA
district_3	school_09	MR	NA	NA
district_3	school_09	PI	NA	NA
district_3	school_09	RFP	2.5	-23.2
district_3	school_09	SED	-55.2	-69.6
district_3	school_09	SWD	-138	-137.7
district_3	school_09	WH	NA	NA
district_3	school_55	AA	-66.3	-83.7
district_3	school_55	AI	NA	NA
district_3	school_55	ALL	-44.1	-51.3
district_3	school_55	AS	-34.1	-54.5
district_3	school_55	EL	-45.9	-55.9
district_3	school_55	ELO	-100.8	-78.1
district_3	school_55	EO	-45.9	-51.9
