districtname	schoolname	studentgroup	currstatus_ela	currstatus_math
district_3	school_55	FI	NA	NA
district_3	school_55	FOS	NA	NA
district_3	school_55	HI	-43.5	-50.2
district_3	school_55	HOM	NA	NA
district_3	school_55	MR	-24	-46.9
district_3	school_55	PI	NA	NA
district_3	school_55	RFP	-3.1	-38.5
district_3	school_55	SED	-44.9	-51.6
district_3	school_55	SWD	-83.7	-81.4
district_3	school_55	WH	-46.8	-42.6
district_3	school_07	AA	-84.5	-87.6
district_3	school_07	AI	NA	NA
district_3	school_07	ALL	-51.2	-66.3
district_3	school_07	AS	-40.7	-41.5
district_3	school_07	EL	-70.4	-74.2
district_3	school_07	ELO	-112.2	-103.4
district_3	school_07	EO	-46.6	-65.2
district_3	school_07	FI	NA	NA
district_3	school_07	FOS	NA	NA
district_3	school_07	HI	-47.6	-70.9
district_3	school_07	HOM	NA	NA
district_3	school_07	MR	NA	NA
district_3	school_07	RFP	-15.4	-35.9
district_3	school_07	SED	-53.2	-68.4
district_3	school_07	SWD	-114.9	-132.3
district_3	school_07	WH	-49.7	-62.1
district_3	school_08	AA	NA	NA
district_3	school_08	AI	NA	NA
district_3	school_08	ALL	-27.7	-44.8
district_3	school_08	AS	-3	-16.4
district_3	school_08	EL	-22	-34.1
district_3	school_08	ELO	-87.9	-85.3
district_3	school_08	EO	-36	-60.6
district_3	school_08	FOS	NA	NA
district_3	school_08	HI	-29.7	-46.3
district_3	school_08	HOM	-38.3	-43.4
district_3	school_08	RFP	18.2	-3
district_3	school_08	SED	-27.7	-44.8
district_3	school_08	SWD	-107.7	-133.1
district_3	school_08	WH	NA	NA
district_3	school_64	AA	-115.9	-113
district_3	school_64	AI	NA	NA
district_3	school_64	ALL	-76.5	-84
district_3	school_64	AS	-43.4	-44.4
district_3	school_64	EL	-72.7	-77
district_3	school_64	ELO	-121.8	-121.4
district_3	school_64	EO	-80.7	-87.7
district_3	school_64	FOS	-139.2	-149.4
district_3	school_64	HI	-79.3	-86.3
district_3	school_64	HOM	-64.5	-79.4
district_3	school_64	MR	-47.7	-63.2
district_3	school_64	RFP	-12.8	-22.9
district_3	school_64	SED	-76.1	-83.3
district_3	school_64	SWD	-138.2	-142.6
district_3	school_64	WH	-16.5	-50.6
district_3	school_20	AA	NA	NA
district_3	school_20	AI	NA	NA
district_3	school_20	ALL	-52.5	-60.2
district_3	school_20	AS	-57.9	-78.8
district_3	school_20	EL	-53.4	-57
district_3	school_20	ELO	-110.7	-99.9
district_3	school_20	EO	-56.2	-71.8
district_3	school_20	FOS	NA	NA
district_3	school_20	HI	-52.5	-58.6
district_3	school_20	HOM	-49.6	-38.3
district_3	school_20	MR	NA	NA
district_3	school_20	RFP	14	-6
district_3	school_20	SED	-52.3	-60.2
district_3	school_20	SWD	-138.1	-157.3
district_3	school_20	WH	NA	NA
district_3	school_59	AA	-79.5	-49.1
district_3	school_59	AI	NA	NA
district_3	school_59	ALL	-39.7	-41.3
district_3	school_59	AS	-26.5	-30.5
district_3	school_59	EL	-44.2	-44.6
district_3	school_59	ELO	-100.5	-86.3
district_3	school_59	EO	-43	-42
district_3	school_59	HI	-39.6	-41.7
district_3	school_59	HOM	NA	NA
district_3	school_59	MR	NA	NA
district_3	school_59	PI	NA	NA
district_3	school_59	RFP	20.6	3.4
district_3	school_59	SED	-42.2	-41.6
district_3	school_59	SWD	-119.5	-105.9
district_3	school_59	WH	-35	-39.2
district_3	school_66	AA	-46.3	-71.4
district_3	school_66	AI	NA	NA
district_3	school_66	ALL	-49.1	-58.9
district_3	school_66	AS	-36.5	-39.3
district_3	school_66	EL	-40.2	-45.1
district_3	school_66	ELO	-83.3	-76.2
district_3	school_66	EO	-51.6	-62.9
district_3	school_66	FOS	NA	NA
district_3	school_66	HI	-55.7	-58.8
district_3	school_66	HOM	-91.8	NA
district_3	school_66	MR	NA	NA
district_3	school_66	PI	NA	NA
district_3	school_66	RFP	5	-12.4
district_3	school_66	SED	-48.7	-59.7
district_3	school_66	SWD	-128.9	-130.3
district_3	school_66	WH	-57.2	-73.8
district_3	school_32	AA	-36.9	-88.6
district_3	school_32	AI	NA	NA
district_3	school_32	ALL	-15.2	-62.3
district_3	school_32	AS	18.2	-16.2
district_3	school_32	EL	-40.3	-84.8
district_3	school_32	ELO	-110.1	-167
district_3	school_32	EO	-10.5	-58.7
district_3	school_32	FI	NA	NA
district_3	school_32	FOS	NA	NA
district_3	school_32	HI	-20.1	-68.7
district_3	school_32	HOM	NA	NA
district_3	school_32	MR	24.4	-33.4
district_3	school_32	PI	NA	NA
district_3	school_32	RFP	-28	-70.2
district_3	school_32	SED	-18.8	-67.1
district_3	school_32	SWD	NA	NA
district_3	school_32	WH	4	-34.3
district_3	school_54	AA	-146.8	-182.2
district_3	school_54	AI	NA	NA
district_3	school_54	ALL	-126.7	-182
district_3	school_54	AS	-87	-142.9
district_3	school_54	EL	-144.2	-196.8
district_3	school_54	ELO	-175	-221.9
district_3	school_54	EO	-126.3	-180.3
district_3	school_54	FI	NA	NA
district_3	school_54	FOS	NA	NA
district_3	school_54	HI	-132.2	-189.1
district_3	school_54	HOM	-139.9	-175.6
district_3	school_54	MR	NA	NA
district_3	school_54	PI	NA	NA
district_3	school_54	RFP	-80.6	-145.5
district_3	school_54	SED	-126.4	-182.1
district_3	school_54	SWD	-174.3	-227.1
district_3	school_54	WH	-96.9	-160.9
district_3	school_45	AA	-98.2	-117.6
district_3	school_45	AI	NA	NA
district_3	school_45	ALL	-56	-92
district_3	school_45	AS	-21.4	-44.4
district_3	school_45	EL	-77.4	-113.8
district_3	school_45	ELO	-135.1	-174.7
district_3	school_45	EO	-66	-103.4
district_3	school_45	FOS	NA	NA
district_3	school_45	HI	-60.8	-101.3
district_3	school_45	HOM	-95.9	-125.2
district_3	school_45	MR	NA	NA
district_3	school_45	PI	NA	NA
district_3	school_45	RFP	-39.8	-73.5
district_3	school_45	SED	-57.3	-93.5
district_3	school_45	SWD	-144.2	-186.1
district_3	school_45	WH	-51.4	-87.4
district_3	school_13	AA	-129.2	-165
district_3	school_13	AI	NA	NA
district_3	school_13	ALL	-79.6	-127.8
district_3	school_13	AS	-44.8	-78.3
district_3	school_13	EL	-98.8	-144.6
district_3	school_13	ELO	-150	-202.8
district_3	school_13	EO	-92.6	-142.5
district_3	school_13	FOS	NA	NA
district_3	school_13	HI	-82.5	-134.5
district_3	school_13	HOM	-135.6	-174.8
district_3	school_13	MR	NA	NA
district_3	school_13	RFP	-60.4	-100.6
district_3	school_13	SED	-80.3	-128.5
district_3	school_13	SWD	-169.5	-222.9
district_3	school_13	WH	-144.8	NA
district_3	school_17	AA	-90.5	-124.2
district_3	school_17	AI	NA	NA
district_3	school_17	ALL	-47.6	-73.9
district_3	school_17	AS	-13.4	-28.3
district_3	school_17	EL	-86.8	-118.2
district_3	school_17	ELO	-161.8	-194.5
district_3	school_17	EO	-46.2	-72.2
district_3	school_17	FI	NA	NA
district_3	school_17	FOS	NA	NA
district_3	school_17	HI	-62.5	-87.5
district_3	school_17	HOM	NA	NA
district_3	school_17	MR	-29.9	-76.4
district_3	school_17	PI	NA	NA
district_3	school_17	RFP	-34.5	-65
district_3	school_17	SED	-63.8	-89.6
district_3	school_17	SWD	-147.1	-183.4
district_3	school_17	WH	-6.5	-34.7
district_3	school_63	AA	-84.1	-166.5
district_3	school_63	AI	NA	NA
district_3	school_63	ALL	-72.6	-141.6
district_3	school_63	AS	-24.1	-103.4
district_3	school_63	EL	-91.8	-162.8
district_3	school_63	ELO	-135.7	-191.9
district_3	school_63	EO	-78.7	-147.7
district_3	school_63	FI	NA	NA
district_3	school_63	HI	-75.3	-143.3
district_3	school_63	HOM	NA	NA
district_3	school_63	MR	-88.3	-132
district_3	school_63	PI	NA	NA
district_3	school_63	RFP	-30.4	-121.9
district_3	school_63	SED	-75.2	-144.3
district_3	school_63	SWD	-159.6	-227
district_3	school_63	WH	-67.9	-123.7
district_3	school_31	AA	-101.1	-137
district_3	school_31	AI	NA	NA
district_3	school_31	ALL	-60.5	-95.5
district_3	school_31	AS	-22.7	-45.2
district_3	school_31	EL	-89.8	-124.7
district_3	school_31	ELO	-170	-209.8
district_3	school_31	EO	-58.6	-92.9
district_3	school_31	FI	NA	NA
district_3	school_31	FOS	NA	NA
district_3	school_31	HI	-66.8	-104.2
district_3	school_31	HOM	-106.3	-165.6
district_3	school_31	MR	-44.4	-76.6
district_3	school_31	PI	NA	NA
district_3	school_31	RFP	-50.7	-85.1
district_3	school_31	SED	-68.4	-104
district_3	school_31	SWD	-156.4	-200.1
district_3	school_31	WH	-35	-65.3
district_3	school_27	AA	-100.4	-172.7
district_3	school_27	AI	NA	NA
district_3	school_27	ALL	-62.9	-129.7
district_3	school_27	AS	-23.3	-94.9
district_3	school_27	EL	-87	-149.6
district_3	school_27	ELO	-139.6	-197.5
district_3	school_27	EO	-63.7	-131.5
district_3	school_27	FI	NA	NA
district_3	school_27	FOS	NA	NA
district_3	school_27	HI	-68.4	-136.2
district_3	school_27	HOM	-72.2	-153.6
district_3	school_27	MR	NA	NA
district_3	school_27	PI	NA	NA
district_3	school_27	RFP	-46.1	-110.6
district_3	school_27	SED	-63.2	-129.1
district_3	school_27	SWD	-153.3	-204.8
district_3	school_27	WH	-52.2	-106.9
district_3	school_18	AA	-112.2	-170.6
district_3	school_18	AI	NA	NA
district_3	school_18	ALL	-86.8	-133.5
district_3	school_18	AS	-57.5	-99.2
district_3	school_18	EL	-105.2	-148.9
district_3	school_18	ELO	-154.7	-191.9
district_3	school_18	EO	-99.7	-142.6
district_3	school_18	FOS	NA	NA
district_3	school_18	HI	-89.2	-136.4
district_3	school_18	HOM	-99.2	-139.4
district_3	school_18	MR	NA	NA
district_3	school_18	PI	NA	NA
district_3	school_18	RFP	-51.9	-102.7
district_3	school_18	SED	-86.4	-133.2
district_3	school_18	SWD	-178.6	-216.2
district_3	school_18	WH	NA	NA
district_3	school_15	AA	NA	NA
district_3	school_15	AI	NA	NA
district_3	school_15	ALL	-28.6	-30.4
district_3	school_15	AS	-16.1	13.8
district_3	school_15	EL	-34.9	-33.7
district_3	school_15	ELO	NA	NA
district_3	school_15	EO	-27.3	-30.1
district_3	school_15	FI	NA	NA
district_3	school_15	HI	-39.6	-43.1
district_3	school_15	HOM	NA	NA
district_3	school_15	MR	-29.6	-28
district_3	school_15	RFP	-13.4	-28.5
district_3	school_15	SED	-35.4	-37.6
district_3	school_15	SWD	-110	-63.4
district_3	school_15	WH	-6.7	-17.9
district_3	school_75	AA	-18.3	-21.5
district_3	school_75	AI	NA	NA
district_3	school_75	ALL	-4.9	-17.6
district_3	school_75	AS	-34	-19.5
district_3	school_75	EL	-31.6	-24.9
district_3	school_75	ELO	-101.7	-59.4
district_3	school_75	EO	-2.6	-16.7
district_3	school_75	FOS	NA	NA
district_3	school_75	HI	-5.9	-20.6
district_3	school_75	HOM	NA	NA
district_3	school_75	MR	NA	NA
district_3	school_75	RFP	11.2	-3.9
district_3	school_75	SED	-9.5	-22.1
district_3	school_75	SWD	-111.2	-128.7
district_3	school_75	WH	18.9	3.3
district_3	school_02	AA	-83.8	-78.3
district_3	school_02	AI	NA	NA
district_3	school_02	ALL	-58.5	-64.6
district_3	school_02	AS	-70.4	-62.1
district_3	school_02	EL	-53.1	-59.4
district_3	school_02	ELO	-107.8	-89.5
district_3	school_02	EO	-63.1	-69.4
district_3	school_02	FI	NA	NA
district_3	school_02	FOS	NA	NA
district_3	school_02	HI	-53.5	-64.5
district_3	school_02	HOM	NA	NA
district_3	school_02	MR	NA	NA
district_3	school_02	PI	NA	NA
district_3	school_02	RFP	3.2	-31.8
district_3	school_02	SED	-59.9	-65.8
district_3	school_02	SWD	-145.2	-113.5
district_3	school_02	WH	-25.6	-40.7
district_3	school_22	AA	-102.8	-175.2
district_3	school_22	AI	NA	NA
district_3	school_22	ALL	-63.9	-146.1
district_3	school_22	AS	-45.6	-117.8
district_3	school_22	EL	-83.5	-161.6
district_3	school_22	ELO	-142.6	-220.9
district_3	school_22	EO	-70.3	-157.3
district_3	school_22	FOS	NA	NA
district_3	school_22	HI	-63.4	-145.9
district_3	school_22	HOM	-50	-156.1
district_3	school_22	MR	NA	NA
district_3	school_22	RFP	-41.1	-118.8
district_3	school_22	SED	-63.5	-145.8
district_3	school_22	SWD	-136.4	-224.4
district_3	school_22	WH	NA	NA
district_3	school_35	AA	-83.8	-90.4
district_3	school_35	AI	NA	NA
district_3	school_35	ALL	-72.8	-86.7
district_3	school_35	AS	-47.5	-62.5
district_3	school_35	EL	-66.9	-82.5
district_3	school_35	ELO	-130.2	-126.1
district_3	school_35	EO	-82.6	-92.3
district_3	school_35	FOS	NA	NA
district_3	school_35	HI	-75	-92.4
district_3	school_35	HOM	NA	NA
district_3	school_35	MR	NA	NA
district_3	school_35	RFP	0.9	-35.7
district_3	school_35	SED	-72.7	-86.9
district_3	school_35	SWD	-173	-182.3
district_3	school_37	AA	-31.5	-24.5
district_3	school_37	ALL	-8.1	-19.4
district_3	school_37	AS	NA	NA
district_3	school_37	EL	-60.9	-55
district_3	school_37	ELO	NA	NA
district_3	school_37	EO	-5.5	-16.1
district_3	school_37	FOS	NA	NA
district_3	school_37	HI	-24.5	-32.3
district_3	school_37	HOM	NA	NA
district_3	school_37	MR	NA	NA
district_3	school_37	RFP	NA	NA
district_3	school_37	SED	-27	-35.1
district_3	school_37	SWD	-63.7	-64.2
district_3	school_37	WH	15.7	0.1
district_3	school_51	AA	NA	NA
district_3	school_51	ALL	-26.2	-10.2
district_3	school_51	EL	-39.7	-20.5
district_3	school_51	ELO	-83.4	-67.1
district_3	school_51	EO	-15.6	-0.1
district_3	school_51	HI	-26.6	-9.8
district_3	school_51	RFP	13.8	36.7
district_3	school_51	SED	-25.3	-8
district_3	school_51	SWD	NA	NA
district_3	school_62	AA	-118.9	-94.7
district_3	school_62	ALL	-66.7	-69.9
district_3	school_62	AS	-27.9	-48.8
district_3	school_62	EL	-66.6	-68.3
district_3	school_62	ELO	-123.7	-110.5
district_3	school_62	EO	-71.7	-72.7
district_3	school_62	FI	NA	NA
district_3	school_62	FOS	NA	NA
district_3	school_62	HI	-69.9	-73.6
district_3	school_62	HOM	NA	NA
district_3	school_62	MR	NA	NA
district_3	school_62	RFP	-3	-21.9
district_3	school_62	SED	-71.1	-73.9
district_3	school_62	SWD	-137.7	-133
district_3	school_62	WH	NA	NA
district_3	school_65	AA	-6.1	-29.2
district_3	school_65	ALL	33.6	13
district_3	school_65	AS	30.7	15.1
district_3	school_65	EL	0.9	-9.2
district_3	school_65	ELO	NA	NA
district_3	school_65	EO	35.2	13.5
district_3	school_65	FI	NA	NA
district_3	school_65	HI	20.6	1.3
district_3	school_65	HOM	NA	NA
district_3	school_65	MR	25	23.6
district_3	school_65	PI	NA	NA
district_3	school_65	RFP	28.4	22.9
district_3	school_65	SED	16.9	-2.7
district_3	school_65	SWD	-44.9	-63.2
district_3	school_65	WH	61.1	36.7
district_3	school_14	AA	-89.4	-84.7
district_3	school_14	AI	NA	NA
district_3	school_14	ALL	-44.3	-53.6
district_3	school_14	AS	-2.8	-25.3
district_3	school_14	EL	-19.3	-48.9
district_3	school_14	ELO	-92.8	-101.1
district_3	school_14	EO	-51.6	-56.6
district_3	school_14	FI	NA	NA
district_3	school_14	FOS	NA	NA
district_3	school_14	HI	-41.8	-58.4
district_3	school_14	HOM	NA	NA
district_3	school_14	MR	-16.5	-13.8
district_3	school_14	PI	NA	NA
district_3	school_14	RFP	18.9	-21.9
district_3	school_14	SED	-44.4	-53.6
district_3	school_14	SWD	-104.7	-89.2
district_3	school_14	WH	-69.1	-54.1
district_3	school_21	AA	62.7	56.2
district_3	school_21	AI	NA	NA
district_3	school_21	ALL	86.7	77.8
district_3	school_21	AS	88.8	76.7
district_3	school_21	EL	77.2	75.9
district_3	school_21	ELO	NA	NA
district_3	school_21	EO	88.5	78.9
district_3	school_21	FI	NA	NA
district_3	school_21	HI	78	68.8
district_3	school_21	HOM	NA	NA
district_3	school_21	MR	87.9	86.5
district_3	school_21	PI	NA	NA
district_3	school_21	RFP	78	75.6
district_3	school_21	SED	77.4	71.3
district_3	school_21	SWD	76.4	85
district_3	school_21	WH	102.7	93.8
district_3	school_76	AA	71.8	56.5
district_3	school_76	AI	NA	NA
district_3	school_76	ALL	81.3	57.8
district_3	school_76	AS	81.5	67.1
district_3	school_76	EL	52.8	25.6
district_3	school_76	ELO	NA	NA
district_3	school_76	EO	86.2	62.9
district_3	school_76	FI	NA	NA
district_3	school_76	FOS	NA	NA
district_3	school_76	HI	73.1	45.1
district_3	school_76	HOM	NA	NA
district_3	school_76	MR	NA	NA
district_3	school_76	PI	NA	NA
district_3	school_76	RFP	52.1	26.3
district_3	school_76	SED	73.3	47.6
district_3	school_76	SWD	80.3	56.9
district_3	school_76	WH	104.8	85.9
district_3	school_28	AA	NA	NA
district_3	school_28	AI	NA	NA
district_3	school_28	ALL	-78.6	-66.9
district_3	school_28	AS	-50.8	-18.8
district_3	school_28	EL	-72.1	-61.3
district_3	school_28	ELO	-122.1	-104.9
district_3	school_28	EO	-100.3	-85.8
district_3	school_28	FI	NA	NA
district_3	school_28	FOS	NA	NA
district_3	school_28	HI	-83.1	-76.3
district_3	school_28	HOM	-70.4	-69.2
district_3	school_28	MR	NA	NA
district_3	school_28	RFP	-16.7	-16
district_3	school_28	SED	-78.1	-66.9
district_3	school_28	SWD	-134	NA
district_3	school_28	WH	NA	NA
district_3	school_68	AA	-47.7	-59.7
district_3	school_68	AI	NA	NA
district_3	school_68	ALL	-30.1	-43.2
district_3	school_68	AS	-13.5	-22.6
district_3	school_68	EL	-18.4	-33.1
district_3	school_68	ELO	-101.2	-92.9
district_3	school_68	EO	-44.1	-55
district_3	school_68	FOS	NA	NA
district_3	school_68	HI	-34.8	-49.9
district_3	school_68	HOM	NA	NA
district_3	school_68	MR	NA	NA
district_3	school_68	RFP	31.8	3.2
district_3	school_68	SED	-30.7	-43.4
district_3	school_68	SWD	-108	-124.1
district_3	school_68	WH	NA	NA
district_3	school_71	AA	-92.3	-80
district_3	school_71	AI	NA	NA
district_3	school_71	ALL	-47.2	-49.1
district_3	school_71	AS	-47.8	-50.1
district_3	school_71	EL	-47.7	-55.8
district_3	school_71	ELO	-98.3	-103.2
district_3	school_71	EO	-51.3	-45.9
district_3	school_71	FOS	NA	NA
district_3	school_71	HI	-42.8	-46.6
district_3	school_71	HOM	NA	NA
district_3	school_71	MR	NA	NA
district_3	school_71	RFP	-3	-12.9
district_3	school_71	SED	-47.4	-49.2
district_3	school_71	SWD	-142.8	-146.5
district_3	school_71	WH	NA	NA
district_3	school_19	AA	-49.3	-72
district_3	school_19	AI	NA	NA
district_3	school_19	ALL	-27.6	-43.4
district_3	school_19	AS	-14.7	-29.6
district_3	school_19	EL	-33.5	-48
district_3	school_19	ELO	-106.2	-105.9
district_3	school_19	EO	-25.6	-42
district_3	school_19	FI	NA	NA
district_3	school_19	FOS	NA	NA
district_3	school_19	HI	-37.4	-53.3
district_3	school_19	HOM	NA	NA
district_3	school_19	MR	NA	NA
district_3	school_19	PI	NA	NA
district_3	school_19	RFP	6.3	-16.3
district_3	school_19	SED	-31.6	-46
district_3	school_19	SWD	-106.1	-123.6
district_3	school_19	WH	5.9	-7.7
district_3	school_60	AA	NA	NA
district_3	school_60	AI	NA	NA
district_3	school_60	ALL	-14	-18
district_3	school_60	AS	-21.4	-20.2
district_3	school_60	EL	-21.2	-22.7
district_3	school_60	ELO	-84.9	-72.2
district_3	school_60	EO	-9.7	-15.5
district_3	school_60	FI	NA	NA
district_3	school_60	HI	-13.9	-18
district_3	school_60	HOM	NA	NA
district_3	school_60	MR	NA	NA
district_3	school_60	PI	NA	NA
district_3	school_60	RFP	31.2	18
district_3	school_60	SED	-30.5	-31.2
district_3	school_60	SWD	-99.3	-98.7
district_3	school_60	WH	12.7	-8.2
district_3	school_30	AA	-125.5	-170.5
district_3	school_30	AI	NA	NA
district_3	school_30	ALL	-68.3	-116.4
district_3	school_30	AS	-35.1	-74.5
district_3	school_30	EL	-95.3	-141.9
district_3	school_30	ELO	-147.1	-196.9
district_3	school_30	EO	-78.2	-125.5
district_3	school_30	FI	NA	NA
district_3	school_30	FOS	NA	NA
district_3	school_30	HI	-71.8	-122.9
district_3	school_30	HOM	NA	NA
district_3	school_30	MR	NA	NA
district_3	school_30	PI	NA	NA
district_3	school_30	RFP	-58.8	-103.3
district_3	school_30	SED	-69.6	-117.7
district_3	school_30	SWD	-150.1	-199.2
district_3	school_30	WH	-53.6	-98.2
district_3	school_44	AA	-59.7	-78
district_3	school_44	ALL	-40.9	-53.8
district_3	school_44	AS	-30.3	-46.6
district_3	school_44	EL	-33.3	-48.1
district_3	school_44	ELO	-91.5	-85.6
district_3	school_44	EO	-55.7	-64.1
district_3	school_44	FOS	NA	NA
district_3	school_44	HI	-43.5	-53
district_3	school_44	HOM	-90.8	-102.5
district_3	school_44	MR	NA	NA
district_3	school_44	RFP	6.8	-22.4
district_3	school_44	SED	-42.7	-54.7
district_3	school_44	SWD	-96	-79.8
district_3	school_44	WH	NA	NA
district_3	school_72	AA	-92.7	-139.4
district_3	school_72	AI	NA	NA
district_3	school_72	ALL	-61.2	-89.5
district_3	school_72	AS	21.5	-25.5
district_3	school_72	EL	-68.8	-105
district_3	school_72	ELO	-120	-142.7
district_3	school_72	EO	-62.2	-88.3
district_3	school_72	FI	NA	NA
district_3	school_72	FOS	NA	NA
district_3	school_72	HI	-68	-94.9
district_3	school_72	HOM	-70	-85.7
district_3	school_72	MR	NA	NA
district_3	school_72	RFP	-17.7	-67.4
district_3	school_72	SED	-63.3	-90.8
district_3	school_72	SWD	-94	-130.2
district_3	school_72	WH	-22.2	-48.5
